Geographic Area Name,Bush 2000 percentage in decimal,Gore 2000 percentage in decimal,"2020 Margin in decimal ( + is Trump, - is Biden)",Land Area mi2,2000 Population,2020 Total Population,Male population,Female population,Median Age ,White %,Black %,American Indian and Alaska Native %,Asian %,Native Hawaiian and Other Pacific Islander,Some Other Race,Hispanic or Latino (of any race) %,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,Total Population part of Households,Total Households,Median Household Income
"Platte County, Nebraska",0.7669,0.2031,0.5678,674.059,31662,34296,17263,17033,38.3,86.4,1.7,2,0.9,0.1,17.3,21.1,11.4,29.5,35.5,23.5,33947,13313,"70,177"
"Polk County, Nebraska",0.7367,0.2334,0.6100,438.345,5639,5214,2629,2585,46.1,97,0.8,1.7,0.1,0,5.4,5,8.7,36.4,36.7,18.1,5123,2146,"69,503"
"Red Willow County, Nebraska",0.7323,0.2364,0.6790,716.985,11448,10702,5406,5296,41.2,95,1.7,1.8,0.6,0.2,5.2,6.4,7.3,31.5,37.5,23.6,10387,4532,"63,958"
"Richardson County, Nebraska",0.632,0.333,0.5024,551.84,9531,7871,3943,3928,47.2,95.8,0.9,6.3,0.9,0.1,1.7,2,6.4,39.7,34.5,19.4,7722,3460,"54,044"
"Rock County, Nebraska",0.811,0.1577,0.7838,1008.318,1756,1262,627,635,49.5,98.9,1.1,0.7,0.7,0.4,1.7,1.6,4.1,30.7,35.6,29.6,1248,583,"53,120"
"Saline County, Nebraska",0.5017,0.4511,0.2846,574.018,13843,14292,7282,7010,36.9,78.9,1.5,3.3,2.4,0.4,24,28.5,19.8,27.8,34.2,18.2,13782,5222,"63,187"
"Sarpy County, Nebraska",0.64,0.3233,0.1120,238.99,122595,190604,94383,96221,35.4,88.8,5.9,2.4,4,0.3,8.4,10.5,4.5,20.8,33.5,41.1,189250,70173,"88,913"
"Saunders County, Nebraska",0.6377,0.3198,0.4518,750.234,19830,22278,11318,10960,41.2,97.8,1,1.7,0.8,0,2.8,2.6,5.3,30.4,35.2,29.1,21972,8667,"78,689"
"Scotts Bluff County, Nebraska",0.679,0.2845,0.4352,739.401,36951,36084,17592,18492,40.3,88.6,1.4,4,1.2,0.2,15.5,22.7,10.6,28.4,35.9,25,35149,14689,"53,206"
"Seward County, Nebraska",0.6353,0.3207,0.4405,571.428,16496,17609,8956,8653,37.9,97.7,1.1,1.8,0.8,0.2,2.3,2.8,5.6,28.5,35.3,30.5,16397,6558,"75,305"
"Sheridan County, Nebraska",0.8172,0.1522,0.7273,2440.862,6198,5127,2551,2576,46.7,86.1,0.8,14.8,0.9,0.2,3.3,4.3,10.1,32.9,36.9,20.1,4980,2163,"47,543"
"Sherman County, Nebraska",0.6287,0.3308,0.5759,565.828,3318,2959,1485,1474,48.8,98.2,1.3,1.9,0.6,0.5,2.1,2.8,8.4,35.1,36.1,20.5,2904,1305,"54,771"
"Sioux County, Nebraska",0.8364,0.1303,0.7798,2066.74,1475,1135,585,550,47.9,97.4,0.9,2,0.8,0.4,2.7,3.8,5.2,25.4,43.9,25.5,1135,515,"46,834"
"Stanton County, Nebraska",0.7623,0.2011,0.6411,427.949,6455,5842,2968,2874,39.8,96,1.4,2.2,0.9,0.2,5,6,5.2,31,43.2,20.5,5764,2239,"71,709"
"Thayer County, Nebraska",0.6973,0.2731,0.5634,573.807,6055,5034,2495,2539,46.8,98,0.6,1.4,0.4,0.5,2,2.7,6.5,33.1,37.7,22.7,4935,2143,"56,626"
"Thomas County, Nebraska",0.8329,0.1392,0.7775,713.236,729,669,347,322,47.8,98.2,0.9,2.2,1.3,0.4,3.1,4.3,7.6,23.8,44,24.5,669,305,"53,019"
"Thurston County, Nebraska",0.4995,0.4438,0.0244,393.584,7171,6773,3317,3456,29.7,39.1,0.8,60.5,0.5,0.3,2.3,3.8,9.5,34.6,37,18.9,6619,2068,"52,202"
"Valley County, Nebraska",0.7114,0.2576,0.6352,568.048,4647,4059,2010,2049,44.9,97.7,0.6,1,0.4,0.3,2.7,2.9,6.1,30.2,37.5,26.3,4022,1806,"52,336"
"Washington County, Nebraska",0.6675,0.2956,0.4034,389.958,18780,20865,10406,10459,42.5,97.7,1.1,1.8,0.9,0.1,2.8,3,4.4,27.2,34.7,33.7,20696,8115,"100,572"
"Wayne County, Nebraska",0.7041,0.2541,0.4820,442.915,9851,9697,4876,4821,29.7,87.1,4.5,1.9,2.1,0.7,8.9,10.2,3.8,28.9,33.9,33.4,8494,3524,"59,787"
"Webster County, Nebraska",0.6694,0.3003,0.6269,574.913,4061,3395,1689,1706,45.6,97.2,0.9,2.6,0.6,0.1,3.3,4.4,5.7,32.6,42.1,19.6,3330,1454,"58,161"
"Wheeler County, Nebraska",0.7748,0.1876,0.7535,575.182,886,774,407,367,49.5,98.3,0.8,1.4,1.7,0.1,1.9,2.6,5,26,43.1,25.8,774,343,"50,850"
"York County, Nebraska",0.7455,0.2178,0.5177,572.51,14598,14125,6985,7140,40.3,94.5,1.9,1.9,1,0.2,4.8,5.9,5.7,29,40,25.2,13262,5663,"64,531"
"Churchill County, Nevada",0.5698,0.3781,0.4904,4930.458,23982,25516,12780,12736,40.7,84.1,3.3,8.4,4.6,0.8,11,14.1,6.5,32.7,42,18.9,25067,10017,"67,716"
"Clark County, Nevada",0.7069,0.2483,-0.0935,7891.431,1375765,2265461,1126444,1139017,38,57.9,15.3,2.8,13.4,1.9,24.6,31,13.6,28,32.6,25.8,2245511,845888,"63,735"
"Douglas County, Nevada",0.4472,0.5131,0.2948,709.719,41259,49488,24778,24710,54.1,90.5,1.1,4.6,3.3,0.6,9.9,12.4,5.8,24.6,37.8,31.8,49254,21400,"74,053"
"Elko County, Nevada",0.6227,0.3247,0.5547,17169.834,45291,53702,27658,26044,34,80.2,1.7,8,2.1,0.5,19,25.3,11.1,34.7,38,16.3,53047,19631,"81,466"
"Esmeralda County, Nevada",0.7775,0.1793,0.6694,3581.876,971,729,388,341,53.6,84.2,1.9,8.6,2.5,1.1,14.7,19.1,19.8,26.1,35,19.1,728,365,"53,509"
"Eureka County, Nevada",0.6782,0.2363,0.7768,4175.684,1651,1855,1020,835,44.8,94.2,1.7,4.3,2,1.4,9.1,9.6,4.9,41.3,42.7,11.1,1855,802,"80,084"
"Humboldt County, Nevada",0.7551,0.1792,0.5389,9640.757,16106,17285,8926,8359,36.7,81,1.5,6.8,1.7,0.5,20.8,26.1,14,34.4,32.1,19.6,17107,6575,"77,018"
"Lander County, Nevada",0.7233,0.2243,0.6156,5490.105,5794,5734,2920,2814,38.7,84.4,0.9,7.2,1.8,1,16.6,21.9,11.9,38.2,41.8,8.2,5689,2292,"85,773"
"Lincoln County, Nevada",0.764,0.1864,0.7101,10633.202,4165,4499,2411,2088,43,92.1,4.1,2.6,1.1,1,4.3,6.5,13.2,40.6,31,15.2,4184,1719,"64,304"
"Lyon County, Nevada",0.7014,0.2357,0.4114,2001.187,34501,59235,30069,29166,43,87.2,2.1,6,3,0.8,13.8,17.5,13.4,31.3,39.4,15.9,58941,22704,"71,547"
"Mineral County, Nevada",0.6062,0.3298,0.2544,3752.844,5071,4554,2284,2270,47.3,72.7,5.5,20.7,3.4,1,6.2,11.2,11.2,38.3,36.7,13.8,4483,2102,"53,515"
"Nye County, Nevada",0.5351,0.3995,0.4035,18181.924,32485,51591,26532,25059,53.6,85.8,4.3,4.2,3.4,1.1,12.4,15.4,13.5,36.2,37.5,12.7,50287,21763,"59,282"
"Pershing County, Nevada",0.5668,0.3715,0.5103,6036.563,6693,6650,4285,2365,42.5,75.4,5.9,6.4,2.5,0.6,18.6,22.5,15.9,43.4,30.3,10.4,4917,1929,"52,412"
"Storey County, Nevada",0.6776,0.2642,0.3497,262.92,3399,4104,2039,2065,54.2,92.8,1.5,5,3.5,1.1,7.8,8.3,6,27.1,38.6,28.3,4104,1807,"79,281"
"Washoe County, Nevada",0.564,0.3704,-0.0451,6302.366,339486,486492,245885,240607,38.4,76.4,3.9,4.1,8.1,1.3,20.1,25.1,11.5,23.7,32.5,32.3,479250,191885,"76,123"
"White Pine County, Nevada",0.5204,0.426,0.5823,8875.648,9181,9080,5202,3878,40.1,82.4,5.5,6.9,1.9,0.7,12,16,9.5,43,34.1,13.4,8004,3351,"63,070"
"Carson City, Nevada",0.6305,0.3017,0.1136,144.662,52457,58639,30113,28526,43.9,80.4,2.9,5.2,3.9,0.7,20.7,25.4,12.3,26.5,38.1,23.1,55232,23419,"64,869"
"Belknap County, New Hampshire",0.5523,0.4,0.1042,400.232,56325,63705,31537,32168,49.3,97.6,1.2,2.3,1.5,0.1,2.5,2,6.5,29.3,33.1,31.2,62703,27027,"75,781"
"Carroll County, New Hampshire",0.5275,0.4126,-0.0150,931.061,43666,50107,24843,25264,54.9,98,0.7,1.9,1.2,0.1,2.2,1.5,4.9,27.7,30,37.4,49549,22667,"66,874"
"Cheshire County, New Hampshire",0.413,0.5205,-0.1722,706.66,73825,76458,37617,38841,43.6,96.4,1.6,2.3,2.1,0.2,2.8,2.4,6.3,31.8,28.8,33.1,72351,31372,"67,883"
"Coos County, New Hampshire",0.502,0.45,0.0591,1794.685,33111,31268,15869,15399,50.4,96.8,2.2,2.4,1.1,0.1,2,2.1,10.8,39.2,30,20,29955,13908,"53,602"
"Grafton County, New Hampshire",0.4671,0.4731,-0.2459,1708.749,81743,91118,45115,46003,43.7,94.6,1.7,2.1,4.2,0.1,3.2,2.8,7,25.7,24.7,42.6,83686,37683,"77,378"
"Hillsborough County, New Hampshire",0.4865,0.4683,-0.0767,876.139,380841,422937,209879,213058,40.9,89.3,3.9,1.7,4.8,0.1,7.4,7.9,7.1,25.6,27.7,39.6,414583,167875,"90,806"
"Merrimack County, New Hampshire",0.4715,0.4808,-0.0981,934.116,136225,153808,76146,77662,43.4,95,2.5,2.1,2.6,0.1,3,2.5,6.8,29.1,28.2,35.8,145597,60420,"80,842"
"Rockingham County, New Hampshire",0.4909,0.4593,-0.0211,694.72,277359,314176,154827,159349,45.4,95.7,1.5,1.4,2.8,0.1,3.7,3.3,4.5,25.2,27.5,42.8,311815,125787,"104,281"
"Strafford County, New Hampshire",0.4273,0.5142,-0.1523,368.975,112233,130889,64439,66450,38.9,93.9,2.3,1.9,4.4,0.2,3.3,3,6.2,26.7,30.3,36.9,122315,51454,"91,928"
"Sullivan County, New Hampshire",0.4984,0.4405,-0.0362,537.313,40458,43063,21437,21626,47.2,97.3,1.2,3,1.5,0.1,3.1,1.9,9.3,37.5,23.6,29.6,42240,18164,"64,919"
"Atlantic County, New Jersey",0.3907,0.5804,-0.0667,555.704,252552,274534,132351,142183,42.5,65.3,17.5,1.8,8.9,0.3,16.1,19.6,12.2,32.4,26,29.4,268879,106716,"65,693"
"Bergen County, New Jersey",0.4165,0.5527,-0.1639,233.009,884118,955732,461466,494266,42,65.9,7.5,1.2,17.9,0.1,18.2,21.4,7.1,21.4,20.3,51.2,945146,350664,"104,777"
"Burlington County, New Jersey",0.407,0.5605,-0.1951,798.576,423394,461860,226080,235780,41.6,72.7,19.6,1.7,7,0.2,7.7,8.7,6,26.9,27.1,40,450276,174560,"94,043"
"Camden County, New Jersey",0.3173,0.646,-0.3346,221.263,508932,523485,252160,271325,39.1,62.9,21.9,1.8,7.2,0.2,14.8,18.2,10.8,29.1,26.4,33.6,517031,199373,"77,675"
"Cape May County, New Jersey",0.4999,0.4662,0.1591,251.425,102326,95263,45948,49315,51.5,91.2,5.1,1.6,1.4,0.2,6.8,7.8,6,31.3,27.8,35,93789,41012,"74,896"
"Cumberland County, New Jersey",0.3878,0.579,-0.0606,483.703,146438,154152,78803,75349,38.2,58.9,21.6,3.6,1.8,0.2,26.8,34.4,19.2,39.1,24.6,17,143430,52649,"58,030"
"Essex County, New Jersey",0.2575,0.7147,-0.5541,126.212,793633,863728,415256,448472,37.1,38.2,42.2,1.5,6.5,0.2,22.6,24.4,13.3,28,22,36.7,837066,312913,"66,191"
"Gloucester County, New Jersey",0.3944,0.5694,-0.0194,322.005,254673,302294,147012,155282,40.1,82.4,13,1.7,4.1,0.1,6,7.3,6.3,31.3,27.9,34.5,294548,110471,"93,783"
"Hudson County, New Jersey",0.2617,0.7063,-0.4622,46.191,608975,724854,358110,366744,34.8,46.5,13.6,2.2,18.4,0.2,34.3,40.4,13.2,23.8,17.3,45.7,716696,289408,"79,159"
"Hunterdon County, New Jersey",0.5705,0.3788,0.0437,427.819,121989,128947,63376,65571,46.8,89.4,3.2,1.2,5.5,0.1,7.9,8.5,4.3,20,21.4,54.3,125355,48978,"122,095"
"Mercer County, New Jersey",0.3443,0.6142,-0.4000,224.557,350761,387340,189986,197354,38.5,53.5,21.4,1.7,13.6,0.2,18.8,21.7,10.4,25.3,20.6,43.6,367863,139361,"86,499"
"Middlesex County, New Jersey",0.3614,0.5988,-0.2203,308.914,750162,863162,422554,440608,38.8,49.6,11.7,1.4,27.6,0.2,19.2,22.4,10.1,24,21,44.8,840187,300547,"98,992"
"Monmouth County, New Jersey",0.4551,0.5015,0.0278,468.793,615301,643615,312576,331039,43.5,81.4,7.7,1.3,6.7,0.1,11.3,12.5,5.9,22,23.6,48.5,636745,244630,"107,500"
"Morris County, New Jersey",0.5378,0.4263,-0.0424,460.177,470212,509285,249124,260161,42.6,78.3,4.4,1.2,12.7,0.1,13.1,15.1,5.4,19,19.8,55.8,500760,188496,"122,525"
"Ocean County, New Jersey",0.4884,0.4718,0.2868,628.781,510916,637229,308382,328847,41.5,90.1,4,1.3,2.4,0.1,9.1,10.4,7.2,33.4,27.2,32.2,630292,238812,"75,732"
"Passaic County, New Jersey",0.3899,0.5769,-0.1653,184.593,489049,524118,253078,271040,37.9,54.2,13.5,2.2,6.7,0.2,36.3,42.7,15,34,21.2,29.8,514539,177075,"74,016"
"Salem County, New Jersey",0.4544,0.5086,0.1277,331.899,64285,64837,31607,33230,42.1,78.4,16.9,2.4,1.6,0.2,8.3,10.1,9.5,38.4,28.8,23.3,64004,25225,"69,844"
"Somerset County, New Jersey",0.4961,0.4671,-0.2096,301.813,297490,345361,168005,177356,42,61.9,10.7,1.3,20.9,0.1,14.7,16.6,5.7,19.2,19,56.1,341329,125598,"123,708"
"Sussex County, New Jersey",0.5788,0.3714,0.1949,519.014,144166,144221,71505,72716,45.3,92.1,3.2,1.5,2.9,0.1,8.5,9.9,4.6,29.6,27.6,38.1,142943,55915,"99,695"
"Union County, New Jersey",0.3678,0.601,-0.3552,102.855,522541,575345,277951,297394,38.7,53,22.9,1.7,6.6,0.2,30.1,34,12.7,27.9,21.8,37.6,569791,200372,"85,926"
"Warren County, New Jersey",0.5434,0.4055,0.1616,356.918,102437,109632,53375,56257,44.4,87,7,1.6,3.5,0.1,9.7,11.2,6.8,31.8,26.9,34.5,107950,43327,"82,900"
"Bernalillo County, New Mexico",0.4662,0.4868,-0.2444,1160.828,556678,676444,330501,345943,38.9,72.3,4.6,8.2,4.3,0.3,32.3,48.7,9.7,22.4,31.5,36.3,665302,279298,"59,723"
"Catron County, New Mexico",0.744,0.2063,0.4742,6923.69,3543,3579,1878,1701,61.9,92.2,1.6,3.7,0.9,0.3,12,16.8,5.2,41.8,36.2,16.9,3541,1835,"40,273"
"Chaves County, New Mexico",0.6269,0.3493,0.4133,6065.275,61382,65157,32524,32633,36.1,74.6,2.7,3.2,1.5,0.1,37.3,56.9,20.1,26.5,36.4,16.9,63036,23521,"45,098"
"Cibola County, New Mexico",0.3883,0.5823,-0.0865,4539.48,25595,27172,13435,13737,38.5,41.7,1.6,47.5,1.2,0.2,21.1,31.8,18.2,32.3,33.9,15.6,24987,9080,"42,862"
"Colfax County, New Mexico",0.4761,0.4858,0.1097,3758.06,14189,12387,6073,6314,50,86.4,0.9,4.5,0.9,0.2,28.8,47.5,10.4,31.6,36.3,21.8,11769,5519,"42,787"
"Curry County, New Mexico",0.6935,0.29,0.4064,1404.797,45044,48430,24502,23928,32.8,73.2,8,3.2,2.7,0.3,29.7,45,19.3,24.2,35.3,21.3,47587,18563,"50,322"
"De Baca County, New Mexico",0.6232,0.3554,0.4717,2322.623,2240,1698,841,857,51.5,86.7,1.6,2.9,1.5,1.1,19.3,38.5,19.1,27.2,43,10.7,1683,770,"40,181"
"Do��a Ana County, New Mexico",0.4558,0.5126,-0.1834,3807.511,174682,219561,107150,112411,36,74.2,2.8,3.8,1.9,0.2,45.3,67.3,19.3,21.5,29.2,30,214943,82366,"46,619"
"Eddy County, New Mexico",0.581,0.3996,0.5180,4175.726,51658,62314,31630,30684,35.5,76.5,2.3,3.5,1.4,0.3,35.2,50.2,17,31.3,34.8,16.9,61382,22751,"66,191"
